user_id,signup_time,name,address_lines,postal_area,postal_code,country,email,phone_number,account_status,date_of_birth,customer,updated_at
cb4d18d6-adb6-da35-1734-a26c92e94e89,2015-07-12 06:08:10.924100,Patrícia Kováčová,"['582 Carrisbrook Lane', 'Pittenweem', 'East Sussex', 'XK4O 2HU']",East Sussex,XK4O 2HU,GB,unattractive1810@outlook.com,+421-600-758-2727,active,1965-04-15,dd2f0c59-134a-ebcc-cc66-34206509ceab,2015-07-12 06:08:10.924100
9b8086da-6379-4035-f8e4-5086ca819c6f,2015-04-22 01:14:42.677012,Natividade Guerreiro,"['1173 Granaghan Highway', 'Helston', 'County Armagh', 'QG8B 7FK']",County Armagh,QG8B 7FK,GB,citronella1981@protonmail.com,+351 68 1206 3357,active,1974-01-01,2585c70c-f080-741d-06a9-fd1b553ad60e,2015-04-22 01:14:42.677012
62584ab3-6877-7bab-c5c1-42624d849ec5,2020-05-15 19:38:11.150734,広明 大矢,"['1 Owen Close', '', 'Fareham', 'PO16 7GZ']",Fareham,PO16 7GZ,GB,laceration1817@gmail.com,+81 29 0270 2526,active,1982-05-26,dd2f0c59-134a-ebcc-cc66-34206509ceab,2020-05-15 19:38:11.150734
ac6d5df8-14e5-064c-b799-ae8e9a1a7d6f,2019-10-15 23:24:25.522084,Wanda Voelkel,"['119 Calmor Brae', 'Kelso', 'County Fermanagh', 'FX6G 5CT']",County Fermanagh,FX6G 5CT,GB,nonrefutation1831@gmail.com,+43 64958380,active,1993-2-29,989aeb35-27f2-cf61-03fc-c3fbbef9e5db,2019-10-15 23:24:25.522084
9e0df45b-992a-34a1-084f-a819052daad3,2018-07-23 19:43:35.523748,Timotej Lukáč,"['6 Station Road', 'Frimley', 'Camberley', 'GU16 7HF']",Camberley,GU16 7HF,GB,admonisher1806@live.com,+421-6-1584-7181,active,1982-04-09,989aeb35-27f2-cf61-03fc-c3fbbef9e5db,2018-07-23 19:43:35.523748
a1df3da7-9d44-c93e-7799-a8e2b368c553,2010-08-30 15:59:06.281051,Arkut Yalçın,"['932 Crewe Boulevard', 'Hayle', 'Grampian', 'NX6M 6BF']",Grampian,NX6M 6BF,GB,labiduridae1965@live.com,+90 888 947 54 93,active,1904-05-31,2585c70c-f080-741d-06a9-fd1b553ad60e,2010-08-30 15:59:06.281051
dc45488d-84dd-a9b9-1f1e-0ee9cf6c9992,2017-06-28 14:28:10.129408,Ayla Aas,"['975 Kilreish Park', 'Carluke', 'Clwyd', 'EP4J 6HE']",Clwyd,EP4J 6HE,GB,leucoryx1964@gmail.com,445 77 314,active,1915-04-07,989aeb35-27f2-cf61-03fc-c3fbbef9e5db,2017-06-28 14:28:10.129408
8522dc4e-f1dd-50bf-06d2-ed7ce6ac9d8a,2015-05-07 22:12:18.118743,Yinthe Boijkinck,"['Buckingham Palace', 'London', 'London', 'SW1A 1AA']",London,SW1A 1AA,GB,ribbon2070@yahoo.com,+31 37 5016453,active,1913-11-17,5554ff57-6f0f-4f3a-ab48-79d1806039c4,2015-05-07 22:12:18.118743
15831fee-ec41-e6f6-6c0b-e55c90e639e1,2014-09-08 02:56:22.834108,政霞 田,"['374 Carrigvale Freeway', 'Deal', 'County Down', 'HT0F 9FO']",County Down,HT0F 9FO,GB,deeann1878@yahoo.com,+86 311-99606653,active,1946-01-16,989aeb35-27f2-cf61-03fc-c3fbbef9e5db,2014-09-08 02:56:22.834108
5a3da367-141b-1a1b-40a9-78bfb8f8903b,2020-08-01 07:52:25.102187,Celeste Belinato,"['1388 Kilrea Arcade', 'Greenock', 'Tyne and Wear', 'KM0D 7GG']",Tyne and Wear,KM0D 7GG,GB,eyeline2026@protonmail.com,+55 (89) 3159-9138,active,1941-01-06,2585c70c-f080-741d-06a9-fd1b553ad60e,2020-08-01 07:52:25.102187
e6a1a40b-f031-f4b9-bb6b-0095ac7b7ab2,2012-04-02 15:28:16.606385,Emilia Devos,"['383 Derryadd Spur', 'Somerton', 'South Glamorgan', 'DZ8Y 1GS']",South Glamorgan,DZ8Y 1GS,GB,Abc\@def@gmail.com,094 728 10 94,active,1904-04-29,2585c70c-f080-741d-06a9-fd1b553ad60e,2012-04-02 15:28:16.606385
